AcresBurned,AdminUnit,ArchiveYear,Counties,Extinguished date,extinguish time,Fatalities,Latitude,Location,Longitude,Name,SearchDescription,Started date,Start Time,StructuresDamaged,StructuresDestroyed
33,CAL FIRE Tehama-Glenn Unit,2018,Tehama,1/4/2019,09:46:00Z,,40.00293,"off Oakridge Rd & Horseshoe Dr, Rancho Tehama, southwest of Red Bluff",-122.44008,Lariat Fire,"The Lariat Fire started on July 14, 2018 off Oakridge Rd & Horseshoe Dr, Rancho Tehama, southwest of Red Bluff in Tehama County. It was contained on July 16, 2018.",7/14/2018,20:40:00Z,,
101,San Jose Fire Department,2017,Santa Clara,1/9/2018,11:53:00Z,,37.39801,"Lariat Lane and Claitor Way, 6 miles northeast of San Jose",-121.8179,Lariat Fire,"The Lariat Fire started on July 11, 2017 at Lariat Lane and Claitor Way, 6 miles northeast of San Jose in Santa Clara County and burned 101 acres.",7/11/2017,16:51:00Z,,
35,CAL FIRE Amador-El Dorado Unit,2017,Sacramento,1/9/2018,11:09:00Z,,38.45822,"off Hwy 16 & Latrobe Rd, east of White Rock (Sacramento County)",-120.92162,Latrobe Fire,"The Latrobe Fire started on June 27, 2017 off Hwy 16  & Latrobe Rd, east of White Rock in Sacramento County and burned 35 acres.",6/27/2017,07:39:00Z,,
1286,CAL FIRE Amador-El Dorado Unit,2017,Sacramento,1/9/2018,12:06:00Z,,38.5181,"Off Latrobe Rd & Scott Rd, near Rancho Murieta",-121.104,Latrobe Fire,"The Latrobe Fire started on July 26, 2017 off Latrobe Rd & Scott Rd, near Rancho Murieta (Sacramento County) and burned 1,286 acres.",7/26/2017,14:45:00Z,,
95,CAL FIRE San Benito-Monterey Unit,2015,Monterey,9/21/2015,18:20:00Z,,36.5696373,off Laureles Grade and Highway 68 ,-121.7556029,Laureles Fire,The Laureles Fire in Monterey County burned 95 acres in September 2015,9/19/2015,15:25:00Z,,
180,CAL FIRE Shasta-Trintiy Unit,2017,Shasta,1/9/2018,12:01:00Z,,40.47106,"off of Laverne Ln & Saddle Trail, 6 miles southeast of Redding",-122.43608,Laverne Fire,"The Laverne Fire started on July 18, 2017, off of Laverne Ln & Saddle Trail, 6 miles southeast of Redding in Shasta County and burned 180 acres.",7/18/2017,12:39:00Z,,5
62,Kern County Fire Department,2018,Kern,1/4/2019,09:54:00Z,,34.86022,"off Lebec Road and Lebec Oaks Road, North of Lebec",-118.87881,Lebec Fire,"The Lebec Fire started July 8, 2018 off Lebec Road and Lebec Oaks Road, North of Lebec (Kern County) and burned 62 acres. It was contained on July 9, 2018.",7/8/2018,13:38:00Z,,
25,CAL FIRE Shasta-Trinity Unit,2014,Shasta,8/29/2014,13:15:00Z,,40.59811054,"Hyrax Road at Dersch Road, east of Redding",-122.3764754,Leopard Fire,"The Leopard Fire started August 29 and burned 25 acres off Hyrax Road at Dersch Road, east of Redding in Shasta County.",8/29/2014,12:21:00Z,,
70,City of Marysville,2019,Yuba,6/17/2019,08:34:00Z,,39.15641,"Highway 20 & E 22nd Street, in Marysville",-121.56363,Levee Fire,"The Levee Fire started on June 8, 2019 off Highway 20 & E 22nd Street, in Marysville (Yuba County). Lead Agency: City of Marysville. This fire was contained on June 8, 2019.",6/8/2019,13:07:00Z,,
62,CAL FIRE Amador - El Dorado Unit,2018,San Joaquin,1/4/2019,10:08:00Z,,38.24033,off East Liberty Road ,-121.09199,Liberty Fire,"The Liberty Fire started June 11, 2018 off East Liberty Road (San Joaquin County) and burned 62 acres. It was contained on June 11, 2018. ",6/11/2018,12:16:00Z,,
300,Murrieta Fire,2017,Riverside,1/9/2018,13:47:00Z,,33.59257,"Los Alamos Rd & Liberty Rd, city of Murrieta",-117.14979,Liberty Fire,"On Thursday, December 07, 2017, the Liberty Fire started off Los Alamos Rd & Liberty Rd, in an unincorporated area of Murrieta and burned 300 acres.",12/7/2017,13:14:00Z,,
4100,CAL FIRE San Diego Unit,2017,San Diego,1/9/2018,13:47:00Z,,33.3237,"Old Hwy 395 at Dulin Road, Bonsall",-117.163,Lilac Fire,"The Lilac Fire started on December 7, 2017 at Old Hwy 395 at Dulin Road, Bonsall in San Diego County and burned 4,100 acres. It was contained on December 16, 2017. ",12/7/2017,11:15:00Z,64,157
91,CAL FIRE Madera-Mariposa-Merced Unit,2013,Madera,5/20/2013,19:10:00Z,,37.1927,Off Road 400 & Sandy Beach Dr. in Yosemite Lakes,-119.7917,Lilly 2 Fire,"The Lilly 2 Fire burned in May 2013, off Road 400 & Sandy Beach Dr. in Yosemite Lakes, in Madera County. ",5/19/2013,15:07:00Z,,1
1872,Klamath National Forest,2019,Siskiyou,,,,41.862237,"Ash Creek and Highway 96, Southwest of Hornbrook",-122.662258,Lime Fire,,9/7/2019,08:36:32Z,,
80,CAL FIRE Riverside Unit,2019,Riverside,7/17/2019,10:00:00Z,,33.56938,"Lincoln St and Ave 66, Mecca, 6 miles south of Coachella",-116.07896,Lincoln Fire,"The Lincoln Fire started July 12 near Lincoln St and Ave 66, Mecca, 6 miles south of Coachella (Riverside County)",7/12/2019,17:15:31Z,,
74,CAL FIRE San Luis Obispo Unit,2017,San Luis Obispo,1/9/2018,13:26:00Z,,35.5956,"Linne Rd x Geneseo Rd, east of Paso Robles",-120.56068,Linne Fire,"The Linne Fire, San Luis Obispo, Paso Robles, September 26, 2017",9/26/2017,16:45:00Z,,
18900,USFS - Sequoia National Forest,2017,Tulare,1/9/2018,13:27:00Z,,36.27138,Golden Trout Wilderness near Lion Meadow.,-118.48555,Lion Fire,"The Lion fire started as a lightning-caused wildfire in the Golden Trout Wilderness near Lion Meadow is burning on both public and private land located in the Golden Trout Wilderness area inside the Sequoia National Forest and burned 18,900 acres. It was contained on November 29, 2017. ",9/27/2017,14:00:00Z,,
4064,Sierra National Forest,2018,Madera,1/4/2019,10:03:00Z,,37.571,near the Lion Point area in the Ansel Adams Wilderness,-119.118,Lions Fire,"The Lions Fire started on June 11, 2018 near the Lion Point area in the Ansel Adams Wilderness. It crossed onto the Inyo National Forest on June 22. The fire burned 4,064 acres and was contained on July 16, 2018.",6/11/2018,12:00:00Z,,
11,CAL FIRE Riverside Unit,2017,Riverside,1/9/2018,11:16:00Z,,33.913089,"off Gilman Springs Rd and Alessandro Blvd., east of Moreno Valley",-117.096233,Lisa Fire,"The Lisa Fire started on July 2, 2017 off Gilman Springs Rd and Alessandro Blvd, east of Moreno Valley and burned 11 acres.",7/2/2017,13:04:00Z,,
5503,CAL FIRE Siskiyou Unit / USFS-Klamath National Forest,2014,Siskiyou,8/18/2014,10:00:00Z,,41.682,near Little Deer Mountain along Highway 97,-122.127,Little Deer Fire,"The Little Deer Fire started on July 31, 2014 and burned 5,503 acres north of Grass Lake near Little Deer Mountain along Highway 97 in Siskiyou County",7/31/2014,17:45:00Z,,
12,CAL FIRE Santa Clara Unit,2019,Alameda,10/8/2019,17:51:00Z,,37.606,SR 84 and Little Valley Road in Sunol,-121.853,Little Fire,"The Little Fire started on October 8, 2019 off SR 84 and Little Valley Road, Sunol in Alameda County.",10/8/2019,17:25:12Z,,
97,San Bernardino National Forest,2013,San Bernardino,8/30/2013,08:00:00Z,,33.642,near Thomas Mountain south of Lake Hemet on the San Jacinto Ranger District.,-116.706,Little Fire,The Little Fire burned August 2013 bear Thomas Mountain south of Lake Hemet on the San Jacinto Ranger District in San Bernardino County.,8/24/2013,15:09:00Z,,
101,US Forest Service - Modoc National Forest ,2014,Modoc,8/13/2014,06:15:00Z,,41.507,"Northeast of Mud Springs, 9 miles South of Tionesta",-121.266,Little Fire,"The Little Fire started on August 12, 2014 and burned 101 acres northeast of Mud Springs, 9 miles South of Tionesta on the Modoc National Forest in Modoc County.",8/12/2014,15:00:00Z,,
260,San Bernardino County Fire,2017,San Bernardino,1/9/2018,13:47:00Z,,34.16564,"University Pkwy. and Varsity Ave., San Bernardino City",-117.33334,Little Mountain Fire,"The Little Mountain Fire started December 5, 2017 on University Pkwy. and Varsity Ave., San Bernardino City (San Bernardino County) and burned 260 acres. It was contained on December 6, 2017. ",12/5/2017,13:35:00Z,,
57,CAL FIRE Tehama-Glenn Unit,2017,Tehama,1/9/2018,12:07:00Z,,40.1583,"Live Oak Road, Community of Ridgway, west of Red Bluff",-122.3209,Live Fire,"The Live Fire started on July 28, 2017 off Live Oak Road, in the community of Ridgway, west of Red Bluff (Tehama County) and burned 57 acres.",7/28/2017,13:24:00Z,,
73,CAL FIRE San Bernardino Unit,2013,San Bernardino,9/12/2013,08:45:00Z,,34.003151,"Live Oak Canyon Rd, South of I-10 near cities of Redlands and Yucaipa. ",-117.106075,Liveoak Fire,"The Liveoak Fire burned September 2013 off of Live Oak Canyon Road, south of I-10, near the cities of Redland and Yucaipa, in San Bernardino County.",9/11/2013,16:57:00Z,,
10,CAL FIRE Butte Unit/Butte County Fire Department,2018,Butte,1/4/2019,09:58:00Z,,39.6139,"at the Llano Seco Ranch, south of Chico",-121.954098,Llano Fire,"The Llano Fire started June 29, 2018 at the Llano Seco Ranch, south of Chico (Butte County) and burned 7 acres. ",6/29/2018,11:44:00Z,,
821,CAL FIRE Nevada-Yuba-Placer Unit,2017,Nevada,2/9/2018,09:51:00Z,,39.24549,"near Lone Lobo Trail, Rough and Ready",-121.12792,Lobo Fire (Wind Complex),"The Lobo Fire started on October 9, 2017 near Lone Lobo Trail, Rough and Ready and burned 821 acres. ",10/9/2017,00:01:00Z,2,48
42,CAL FIRE San Benito-Monterey Unit,2017,Monterey,1/9/2018,11:11:00Z,,35.96275,off San Lucas Rd and Martinez Rd,-121.08753,Lockwood Fire,"The Lockwood Fire started on June 29, 2017 off San Lucas Rd and Martinez Rd in the town of Lockwood in Monterey County and burned 42 acres.",6/29/2017,20:44:00Z,,
12536,CAL FIRE Mendocino Unit,2014,Mendocino,9/9/2014,19:30:00Z,,40.85794646,Wilderness Lodge and Eel River Canyon area,-124.1336208,Lodge Lightning Complex,"The Lodge Complex started on July 30, 2014 and burned 12,536 acres in the Wilderness Lodge and Eel River Canyon area of Mendocino County.",7/30/2014,06:27:00Z,,
81,Camp Pendleton - Cleveland National Forest,2017,San Diego,1/9/2018,13:38:00Z,,33.38613,"Loma Range 217, Camp Pendleton",-117.46709,Loma Fire,"The Loma Fire started on October 13, 2017 near Loma Range 217 on Camp Pendleton in San Diego County and burned 81 acres. It was contained on November 14, 2017. ",10/13/2017,15:40:00Z,,
4474,CAL FIRE Santa Clara Unit,2016,Santa Clara,9/19/2017,10:30:00Z,,37.10632,off Loma Prieta Rd and Loma Chiquita Rd 10 miles NW of Morgan Hill,-121.85318,Loma Fire,"The Loma Fire started on September 26, 2016 off Loma Prieta Rd and Loma Chiquita Rd 10 miles NW of Morgan Hill (Santa Clara County) and burned 4,474 acres.",9/26/2016,14:42:00Z,1,28
15,CAL FIRE Tuolumne-Calaveras Unit,2017,Calaveras,1/9/2018,10:21:00Z,,38.19906,"off Hwy 26 and Hwy 12, 4 miles SW of Mokelumne Hill",-120.83484,Lombardi Fire,"The Lombardi Fire started on May 28, 2017 off Hwy 26 and Hwy 12, 4 miles sw of Mokelumne Hill and burned 15 acres.",5/28/2017,15:30:00Z,,
111,CAL FIRE / Butte County Fire,2017,Butte,1/9/2018,11:01:00Z,,39.38416,"Lone Tree Rd & Cox Ln, south of Oroville",-121.5786,Lone Fire,"The Lone Fire started on June 22, 2017 off Lone Tree Rd & Cox Ln, south of Oroville (Butte County) and burned 111 acres.",6/22/2017,11:10:00Z,,
298,CAL FIRE Butte Unit,2013,Butte,6/3/2013,20:00:00Z,,39.434183,Palermo Road and Lone Tree Road near Palermo,-121.576804,Lone Fire,The Lone Fire burned in June 2013 off Palermo Road and Lone Tree Road near Palermo in Butte County. ,6/3/2013,13:49:00Z,,9
5737,USFS - Modoc National Forest,2019,Modoc,9/13/2019,07:19:00Z,,41.748,"Pinnacle Lake, Doublehead Ranger district, Modoc National Forest",-121.056,Lone Fire,"The Lone Fire started on September 4, 2019 in the Modoc National Forest in Modoc County.",9/6/2019,11:34:27Z,,
30,CAL FIRE San Bernardino Unit,2016,Inyo,7/2/2016,20:00:00Z,,36.58972,"Whitney Portal Rd. and OlivasRanch Rd., 3 miles West of Lone Pine",-118.15589,Lone Pine Fire,"The Lone Pine Fire started on July 1, 2016 off of Whitney Portal Rd. and OlivasRanch Rd., 3 miles West of Lone Pine (Inyo County) and burned 30 acres.",7/1/2016,12:56:00Z,,
2,CAL FIRE Nevada-Yuba-Placer Unit ,2019,Nevada,6/28/2019,17:33:00Z,,39.40972222,"Off of  Long Point Road and Old Mill Road, Southeast of Camptonville in Nevada County ",-121.0005556,Long Fire,"Long Fire started on June 28, 2019 off of Long Point Road and Old Mill Road, Southeast of Camptonville in Nevada County.",6/28/2019,15:03:04Z,,
100,CAL FIRE Sonoma Lake Napa Unit,2017,Lake,1/9/2018,13:38:00Z,,39.0199,"off Hwy 20 & Long Valley Rd, 5 miles east of Clearlake Oaks",-122.57487,Long Fire,"The Long Fire started on October 14, 2017 off Hwy 20 & Long Valley Rd, 5 miles east of Clearlake Oaks. It was contained on October 16, 2017.",10/14/2017,05:00:00Z,,
83733,Bureau of Land Management,2017,Lassen,1/9/2018,11:52:00Z,,40.07045,"off Hwy 395 and Cowboy Joe Rd, 3 miles north of Doyle",-120.14013,Long Valley Fire,"The Long Valley Fire started on July 11, 2017 off Hwy 395 and Cowboy Joe Road, 3 miles north of Doyle in Lassen County and burned 83,733 acres.",7/11/2017,14:15:00Z,,
2438,Bureau of Land Management,2019,Lassen,8/27/2019,09:01:00Z,,39.892222,"Off Highway 395 and Red Rock Road, North of Hallelujah Junction",-120.029722,Long Valley Fire ,"Long Valley Fire off Highway 395 and Red Rock Road, North of Hallelujah Junction in Lassen County.",8/24/2019,17:25:04Z,,
19,CAL FIRE/Riverside County Fire Department,2017,Riverside,1/9/2018,13:49:00Z,,33.88994,"off Shirleon Road and Old Banning and Idyllwild Road, Banning area",-116.91023,Longhorn Fire,"The Longhorn Fire started on December 13, 2017 off of off Shirleon Road and Old Banning and Idyllwild Road in Banning area (Riverside County) and burned 19.5 acres. It was contained on December 13, 2017.",12/13/2017,15:27:00Z,,
17,CAL FIRE San Benito Monterey Unit,2017,Monterey,1/9/2018,09:59:00Z,,36.2771,"Lonoak Road and Airline Road, east of King City",-120.94328,Lonoak Fire,"The Lonoak Fire started on May 17, 2017 off of Lonoak Road and Airline Road, east of King City (Monterey County) and burned 17 acres.",5/17/2017,15:18:00Z,,
2546,CAL FIRE San Benito-Monterey Unit,2019,Monterey,6/26/2019,18:02:00Z,,36.28426,"Lonoak Rd & Airline Hwy, East of King City  ",-120.94771,Lonoak Fire,"The Lonoak Fire off Lonoak Rd & Airline Hwy, east of King City in Monterey County

 
Lonoak RD x Airline Hwy, 11 miles east of King City
State DPA, SRA, San Benito Monterey Unit",6/26/2019,09:18:22Z,,
220,Los Padres National Forest,2019,San Luis Obispo,9/27/2019,18:00:00Z,,35.214364,"Upper Lopez Canyon Road & Wittenberg Creek Rd, southeast of San Luis Obispo",-120.455883,Lopez Fire,"The Lopez Fire started on September 9, 2019 off Upper Lopez Canyon Rd & Wittenberg Creek Rd, southeast of San Luis Obispo in San Luis Obispo County.",9/21/2019,14:26:00Z,,0
255,Unified Command: CAL FIRE San Diego County Fire Authority and Cleveland National Forest - USFS,2017,San Diego,4/12/2018,14:52:00Z,,33.34659,"off of Hwy 79, 4 miles north of Warner Springs",-116.66107,Lost Fire,"The Lost Fire started on July 22, 2017 off of Hwy 79, 4 miles north of Warner Springs in San Diego County and 255 acres. ",7/22/2017,15:00:00Z,,
10,CAL FIRE Siskiyou Unit,2018,Siskiyou,1/4/2019,09:40:00Z,,41.632373,"off Lott Rd and Bunny Ln, 15 miles north of Weed ",-122.37985,Lott Fire,"The Lott Fire started on July 17, 2018, off Lott Rd and Bunny Ln, 15 miles north of Weed (Siskiyou County). The fire burned 10 acres, and was contained on July 19, 2018,",7/17/2018,19:03:00Z,,
52,CAL FIRE San Benito-Monterey Unit,2016,Monterey,6/24/2016,18:20:00Z,,36.1934,East of King City,-120.9293,Lowe Fire,Lowe Fire,6/23/2016,17:57:00Z,,
2304,CAL FIRE Nevada-Yuba-Placer Unit,2015,Nevada,8/12/2015,19:15:00Z,,39.192088,In the Steep Hollow drainage west of Alta,-120.882313,Lowell Fire,"The Lowell Fire started on July 25, 2015 and burned 2,304 acres off Lowell Hill Rd & Chicago Park Powerhouse Rd, Alta in Nevada County.",7/25/2015,14:37:00Z,1,2
46,CAL FIRE Shasta-Trinity Unit,2019,Shasta,8/13/2019,16:15:00Z,,40.46968,Gas Point Rd & Lower Gas Point Rd in Igo,-122.54364,Lower Fire,,8/12/2019,14:16:53Z,,
150,CAL FIRE San Luis Obispo Unit,2017,San Luis Obispo,1/9/2018,10:33:00Z,,35.6871,"off of Lucy Brown Rd, south of Hwy 41",-120.3187,Lucy Fire,"The Lucy Fire started on June 14, 2017 off of Lucy Brown Rd, south of Hwy 41 in San Luis Obispo County and burned 150 acres.",6/14/2017,11:44:00Z,,
207,USFS Klamath National Forest,2019,Siskiyou,6/24/2019,16:56:00Z,,39.28926,"off Highway 96 and Lumgrey Road, West of Gottsville",-121.85906,Lumgrey Fire,"The Lumgrey Fire started June 17, 2019 off Highway 96 and Lumgrey Road, West of Gottsville (Siskiyou County).",6/17/2019,17:50:00Z,,
1042,CAL FIRE Butte Unit,2015,Butte,9/17/2015,19:30:00Z,,39.5218,"off Lumpkin Road and Forbestown Road, Robinson Mill",-121.3363,Lumpkin Fire,"Lumpkin Fire started on September 11, 2015 off of Lumpkin Road and Forbestown Rd, Robinson Mill (Butte County) and burned 1,042 acres.",9/11/2015,14:15:00Z,,
73,CAL FIRE San Luis Obispo Unit,2017,San Luis Obispo,1/9/2018,13:37:00Z,,35.78616,"Lynch Canyon Road and Interlake Road, north of Lake Nacimiento",-120.96514,Lynch Fire,"The Lynch Fire started on October 13, 2017, Lynch Canyon Road and Interlake Road, north of Lake Nacimiento (San Luis Obispo) and burned 73 acres.",10/13/2017,12:14:00Z,,
67,Tuolumne-Calaveras Unit,2019,Calaveras,,,,38.20177,"By the intersection of Loera Hills Road on Paloma Road in Valley Springs, California.",-120.827386,Lynette Fire,"The Lynette Fire started and ended on September 22, 2019, and has been contained at 67 acres. 
Crews will be at scene mopping up.",9/22/2019,18:25:56Z,,
263,CAL FIRE San Diego Unit / Cleveland National Forest,2013,San Diego,9/12/2013,18:15:00Z,,32.710918,"Four Corners, Lyons Valley Road, east of Lyons Peak",-116.746023,Lyon Fire,"The Lyon Fire burned September 2013 off of Lyons Valley Road in the Four Corners area near Lyons Peak, in San Diego County.",9/9/2013,13:09:00Z,,
75,"USFS San Bernardino National Forest, CAL FIRE San Bernardino Unit",2013,San Bernardino,5/15/2013,08:15:00Z,,34.1834,"I-15 at Sierra Ave, near Lytle Creek",-117.4408,Lytle Fire,"The Lytle Fire burned in May 2013 in the San Bernardino National Forest off I-15 at Sierra Ave, near Lytle Creek n San Bernardino County. ",5/13/2013,13:30:00Z,,1
213,CAL FIRE Madera-Mariposa-Merced Unit,2019,Madera,7/16/2019,06:49:00Z,,37.016944,"Off Road 33 and Highway 145, Bonadelle",-119.934167,Madera Fire ,"Madera Fire started on July 15,2019 off Road 33 and Highway 145, Bonadelle in Madera County.",7/15/2019,18:19:31Z,,
14,CAL FIRE Sonoma-Lake-Napa Unit ,2018,Yolo,1/4/2019,10:20:00Z,,38.64953,"County Road 25 and County Road 86A, community of Madison north of Winters       ",-122.01762,Madison FIre,"The Madison Fire started June 1st 2018 near County Road 25 and County Road 86A, community of Madison north of Winters (Yolo County)    Is 100% contained at 14 acres on June 2 2018 ",6/1/2018,13:31:00Z,,
268,Angeles National Forest/Los Angeles County Fire,2013,Los Angeles,9/28/2013,08:00:00Z,,34.149,San Gabriel Canyon 1/4 mile west of the entrance station,-117.908,Madre Fire,The Madre Fire burned September 2013 in the San Gabriel Canyon in Los Angeles County.,9/23/2013,18:00:00Z,,
149,Los Angeles County Fire Department,2013,Los Angeles,5/29/2013,15:30:00Z,,34.419284,off Magic Mtn Parkway in Valencia,-118.58688,Magic Fire,"The Magic Fire burned in May 2013, off Magic Mountain Parkway in Valencia in Los Angeles County. ",5/28/2013,11:30:00Z,,
73,CAL FIRE / Riverside County Fire,2018,Riverside,1/4/2019,10:26:00Z,,33.67815,"Main Street and Interstate 15, City of Lake Elsinore",-117.32281,Main Fire,"The main fire started on April 28, 2018 at Main Street and Interstate 15, City of Lake Elsinore in Riverside County.",4/28/2018,14:26:00Z,,
210,CAL FIRE Santa Clara Unit,2019,Santa Clara,6/11/2019,17:17:00Z,,37.21638,"Malech Rd & Bailey Rd, South San Jose",-121.70768,Malech Fire,"The Malech Fire started on June 9, 2019 off Malech Rd & Bailey Rd, South San Jose in Santa Clara County.",6/9/2019,14:29:00Z,,
75,CAL FIRE Shasta-Trinity Unit,2015,Shasta,7/31/2015,18:40:00Z,,40.509552,off Mallard Way in Millville ,-122.199227,Mallard Fire,"The Mallard fire started on July 29, 2015 and burned 75 acres off Mallard Way in Millville (Shasta County.)",7/29/2015,16:30:00Z,,1
70,CAL FIRE Fresno-Kings Unit,2017,Fresno,1/9/2018,10:05:00Z,,36.60736,"Interstate 5 and Manning Avenue, north of Coalinga",-120.5828,Manning Fire,"The Manning Fire started on May 19, 2017 off of Interstate 5 and Manning Avenue, north of Coalinga (Fresno County) and burned 70 acres.",5/19/2017,23:28:00Z,,
6309,CAL FIRE/Riverside County Fire,2017,Riverside,1/9/2018,11:08:00Z,,33.530045,"Hwy 79 North, Lambs Canyon south of Dump Road, south of Beaumont",-116.594422,Manzanita Fire,"The Manzanita Fire started on June 26, 2017 off Hwy 79 North, Lambs Canyon south of Dump Road, south of Beaumont and burned 6,309 acres.",6/26/2017,15:10:00Z,,
319,USFS - Six Rivers National Forest,2017,Del Norte,1/9/2018,12:01:00Z,,41.478,"Orleans Rd, Six River National Forest",-123.506,Marble Fire,"The Marble Fire started on July 19, 2017 off Orleans Rd on the Six Rivers National Forest in Del Norte County and burned 319 acres.",7/19/2017,14:00:00Z,,
34,Kern County Fire ,2018,Kern,1/4/2019,09:16:00Z,,35.17156,"off Marcel Drive and Woodford-Tehachapi Road, west of Tehachapi",-118.51651,Marcel Fire,"The Marcel Fire started August 17, 2018 off Marcel Drive and Woodford-Tehachapi Road, west of Tehachapi (Kern County) and burned 34 acres. It was contained August 18, 2018.",8/17/2018,18:47:00Z,,
30,City of Vallejo Fire Department,2019,Solano,,,,38.07944444,"Off Tyler Road and Jennings Road, Southwest of Vallejo",-122.2561111,Mare Fire,"Mare Fire started on September 26, 2019 off Tyler Road and Jennings Road, Northeast of Vallejo in Solano County.",9/26/2019,15:29:06Z,,
4824,Angeles National Forest ,2016,Los Angeles,11/14/2016,14:00:00Z,,34.31,Lake View Terrace,-118.335,Marek Fire,The Marek Fire started north of Lake View Terrace in the Los Angeles National Forest. ,11/14/2016,05:45:00Z,,
120,CAL FIRE San Luis Obispo Unit,2017,San Luis Obispo,1/9/2018,12:50:00Z,,35.31886,"Santa Margarita Lake Rd. and W. Pozo Rd., 7 miles SE of Santa Margarita",-120.50886,Margarita Fire,"The Margarita Fire started on September 3 2017 off Santa Margarita Lake Road and West Pozo road, 7 miles SE of Santa Margarita (San Luis Obispo)and burned 120 acres.",9/3/2017,16:59:00Z,,
117,CAL FIRE Tuolumne-Calaveras Unit,2017,Calaveras,1/9/2018,11:58:00Z,,38.29113,"Jesus Maria Road and Music Gulch Road, Mokelumne Hill ",-120.62177,Maria Fire,"The Maria Fire started on July 17, 2017 off Jesus Maria Road and Music Gulch Road, Mokelumne Hill in Calaveras County burned 117 acres.",7/17/2017,12:55:00Z,,
9999,Ventura County Fire Department ,2019,Ventura,11/6/2019,18:00:00Z,,34.302212,"off of Bradley Road and Solano Verde Dr, Top of South Mt, Santa Paula",-118.997115,Maria Fire ,"Maria Fire started on October 31, 2019 off of Bradley Road and Solano Verde Dr, Top of South Mt, Santa Paula in Ventura County.",10/31/2019,20:58:28Z,,4
650,Inyo National Forest,2016,Mono,7/9/2016,08:30:00Z,,37.97,Hwy 395 & Mono Lake,-119.14,Marina Fire,"The Marina Fire started on June 25, 2016 off Hwy 395 and Mono Lake (Mono County) and burned 654 acres.",6/25/2016,06:30:00Z,,
114,CAL FIRE Tuolumne Calaveras Unit,2015,Calaveras,8/18/2015,07:15:00Z,,38.052,Marks Ranch Rd south of Angels Camp,-120.5577,Mark Fire,The Marks Fire burned 114 acres off Marks Ranch Rd south of Angels Camp in Calaveras County in August 2015.,8/13/2015,16:15:00Z,,
120,CAL FIRE Tulare Unit,2018,Tulare,1/4/2019,08:51:00Z,,36.47766,"Road 208 and Avenue 380, 5 miles north of Woodlake",-119.10433,Market Fire,"The Market Fire started on October 24, 2018 off Road 208 and Avenue 380, 5 miles north of Woodlake in Tulare County and burned 120 acres. It was contained October 25, 2018. ",10/24/2018,12:18:00Z,,
85,CAL FIRE/Riverside County Fire Department,2017,Riverside,1/9/2018,12:49:00Z,,34.015742,Marlborough ave and Northgate street,-117.337331,Marlborough Fire,The Marlborough Fire started on August 31 2017 off Marlborough ave and Northgate street (RiverSide County),8/31/2017,10:13:00Z,,
757,Unified Command: CAL FIRE Santa Clara Unit and East Contra Costa Fire Protection District,2019,Contra Costa,8/6/2019,18:42:00Z,,37.908362,"Marsh Creek Rd and Morgan Territory Rd, southwest of Brentwood",-121.872941,Marsh Complex,,8/3/2019,03:16:00Z,,
80,CAL FIRE Santa Clara Unit,2014,Contra Costa,7/12/2014,18:00:00Z,,37.5359,"off Marsh Creek Rd., near Aspara Drive, east of Clayton",-121.5118,Marsh Fire,"The Marsh Fire started on July 11th, 2014 off off Marsh Creek Rd., near Aspara Drive, east of Clayton and burned 80 acres.",7/11/2014,21:57:00Z,,
247,Unified Command: CAL FIRE Santa Clara Unit & East Contra Costa Fire,2018,Contra Costa,1/4/2019,09:34:00Z,,37.89612,"Marsh Creek Rd and  Bragdon way, east of Mount Diablo ",-121.85847,Marsh Fire,"The Marsh Fire started July 25 2018 near Marsh Creek Rd and  Bragdon way,  east of Mount Diablo (Contra Costa County) and burned 247 acres. It was contained on July 28, 2018",7/25/2018,14:41:00Z,,1
1080,CAL FIRE Tuolumne-Calaveras Unit,2016,Tuolumne,10/4/2016,22:00:00Z,,37.79635,off Hwy. 49 and Marshes Flat Road north of Don Pedro Reservoir,-120.32484,Marshes Fire,"The Marshes Fire started on September 26 off Marshes Flat Road at highway 49 near Moccasin in Tuolumne County and burned 1,080 acres.",9/26/2016,12:20:00Z,,
183,CAL FIRE Sonoma Lake Napa Unit,2019,Solano,,,,38.158333,"Off Marshview Road and Highway 680, South of Cordelia ",-122.118889,Marshview Fire,"Marshview Fire started on July 24, 2019 Off Marshview Road and Highway 380, South of Cordelia in Solano County.",7/24/2019,12:28:45Z,,
670,USFS - San Bernardino National Forest ,2017,San Bernardino,1/9/2018,11:09:00Z,,34.14575,"Highland Ave and City Creek Road, Highland",-117.17813,Mart Fire,"The Mart Fire started on June 27, 2017 off Highland Ave and City Creek Road, Highland in San Bernardino County and burned 670 acres.  ",6/27/2017,15:22:00Z,,
37,CAL FIRE Siskiyou Unit,2018,Siskiyou,1/4/2019,10:17:00Z,,41.58233,"Martin Dr. and Stanton Drive, NE of Lake Shastina",-122.33769,Martin Fire,"The Martin Fire started June 3 2018 near Martin Dr. and Stanton Drive, NE of Lake Shastina (Siskiyou County). This fire burned 37 acres and was contained on June 4, 2018.",6/3/2018,16:14:00Z,,
